kunde_id;firmenname;branche;plz;ort;ansprechpartner;email;niederlassung;betreuer;kundenstatus;rahmenvertrag;verrechnungssatz_std;letzte_anfrage;anfragen_2025;besetzungen_2025
KD-0523;Kunststofftechnik Arnstadt GmbH;Metall- und Kunststoffverarbeitung;99310;Arnstadt;Elke Lehmann;info@kunststofftech.de;Erfurt;Pfaff, R.;Interessent;Nein;;2024-06-06;0;0
KD-0524;Druckerei Fuchs e.K.;Druck und Verpackung;99087;Erfurt;Kathrin Otto;personal@druckerei.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;28,65;2020-10-30;0;0
KD-0525;Drehteilewerk Saalfeld KG;CNC-Zerspanung;07318;Saalfeld;Katrin Peters;kontakt@drehteilewerk.de;Jena;Steinbrück, M.;Aktiv;Ja;34,29;2026-07-17;2;0
KD-0526;Keller Schaltanlagen GmbH & Co. KG;Elektro und Anlagenbau;99974;Mühlhausen;Susanne Ziegler;personal@keller.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Ja;34,56;2024-02-20;0;0
KD-0527;Kunststofftechnik Weimar KG;Metall- und Kunststoffverarbeitung;99423;Weimar;Kerstin Meyer;info@kunststofftech.de;Erfurt;Steinbrück, M.;Aktiv;Nein;31,26;2025-11-25;9;6
KD-0528;Stein Offsetdruck GmbH;Druck und Verpackung;99087;Erfurt;Katrin Sommer;verwaltung@stein.de;Erfurt;Kaiser, T.;Aktiv;Ja;29,97;2026-08-17;5;5
KD-0529;Tischlerei Krause GmbH;Tischlerei und Holzverarbeitung;07743;Jena;Elke Seidel;verwaltung@tischlerei.de;Jena;Grunewald, F.;Aktiv;Ja;33,40;2026-06-22;6;2
KD-0530;Schumacher Abrechnungsdienste AG;Kaufmännische Dienstleistung;39418;Staßfurt;Katrin Beck;personal@schumacher.de;Aschersleben;Reuter, B.;Aktiv;Ja;25,40;2026-01-06;2;1
KD-0531;Jenaer Druckhaus GmbH;Druck und Verpackung;07745;Jena;;kontakt@jenaer.de;Jena;Grunewald, F.;Inaktiv;Nein;27,30;2020-12-12;0;0
KD-0532;Druckerei Becker GmbH;Druck und Verpackung;99084;Erfurt;Kathrin Becker;info@druckerei.de;Erfurt;Kaiser, T.;Inaktiv;Nein;26,28;2020-09-17;0;0
KD-0533;Kuhn Offsetdruck KG;Druck und Verpackung;07937;Zeulenroda;Antje Schäfer;personal@kuhn.de;Gera;Weber, M.;Interessent;Nein;;2026-08-18;0;0
KD-0534;Bauunternehmen Müller GmbH;Bau und Baunebengewerbe;99091;Erfurt;Frank Fuchs;office@bauunternehmen.de;Erfurt;Steinbrück, M.;Aktiv;Ja;30,65;2026-05-24;9;2
KD-0535;Gothaer Druckhaus AG;Druck und Verpackung;99867;Gotha;Andreas Kuhn;info@gothaer.de;Gotha;Rehberg, U.;Inaktiv;Ja;30,88;2021-01-09;0;0
KD-0536;Sommer Spedition AG;Logistik und Lager;99427;Weimar;Simone Meyer;info@sommer.de;Erfurt;Kaiser, T.;Inaktiv;Nein;27,94;2021-08-17;0;0
KD-0537;Zerspanungstechnik Gera GmbH;CNC-Zerspanung;07549;Gera;Petra Koch;verwaltung@zerspanungstec.de;Gera;Bergmann, A.;Aktiv;Nein;33,72;2026-01-10;6;2
KD-0538;Leinefelde-Worbiser Umschlaglager GmbH & Co. KG;Logistik und Lager;37327;Leinefelde-Worbis;Christian Ludwig;verwaltung@leinefeldeworb.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;27,25;2020-05-12;0;0
KD-0539;Jenaer Metallwaren GmbH;Metall- und Kunststoffverarbeitung;07743;Jena;Christian Schumacher;office@jenaer.de;Jena;Grunewald, F.;Aktiv;Ja;28,26;2025-11-14;9;4
KD-0540;Braun Offsetdruck e.K.;Druck und Verpackung;99510;Apolda;Elke Simon;hr@braun.de;Erfurt;Kaiser, T.;Aktiv;Nein;26,28;2026-07-24;23;4
KD-0541;Druckerei Heinrich e.K.;Druck und Verpackung;07549;Gera;Jana Hahn;verwaltung@druckerei.de;Gera;Bergmann, A.;Aktiv;Ja;29,85;2026-05-29;5;1
KD-0542;Energietechnik Nordhausen GmbH & Co. KG;Elektro und Anlagenbau;99734;Nordhausen;Sven Groß;kontakt@energietechnik.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;37,61;2022-10-20;0;0
KD-0543;Vogel Präzisionsteile OHG;CNC-Zerspanung;99947;Bad Langensalza;Carolin Kaiser;personal@vogel.de;Gotha;Rehberg, U.;Inaktiv;Ja;34,88;2020-09-30;0;0
KD-0544;Kontraktlogistik Meier GmbH;Logistik und Lager;07548;Gera;Maik Pohl;hr@kontraktlogist.de;Gera;Bergmann, A.;Inaktiv;Nein;27,92;2020-10-02;0;0
KD-0545;Kunststofftechnik Gotha GmbH;Metall- und Kunststoffverarbeitung;99867;Gotha;Uwe Simon;kontakt@kunststofftech.de;Gotha;Rehberg, U.;Inaktiv;Ja;30,52;2021-11-11;0;0
KD-0546;Roth Metallverarbeitung GmbH;Metall- und Kunststoffverarbeitung;99947;Bad Langensalza;Frank Graf;personal@roth.de;Gotha;Steinbrück, M.;Aktiv;Nein;30,91;2026-05-21;3;2
KD-0547;Energietechnik Erfurt KG;Elektro und Anlagenbau;99091;Erfurt;Julia Becker;hr@energietechnik.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-04-09;0;0
KD-0548;Präzisionstechnik Braun GmbH;Metall- und Kunststoffverarbeitung;07549;Gera;Ramona Vogel;hr@praezisionstec.de;Gera;Bergmann, A.;Interessent;Nein;;2026-06-05;0;0
KD-0549;Verpackungswerk Erfurt OHG;Druck und Verpackung;99091;Erfurt;Enrico Roth;office@verpackungswer.de;Erfurt;Lindner, S.;Interessent;Nein;;2024-01-01;0;0
KD-0550;Lange Offsetdruck KG;Druck und Verpackung;99086;Erfurt;Frank Becker;office@lange.de;Erfurt;Lindner, S.;Aktiv;Nein;26,22;2026-09-02;8;2
KD-0551;Elektromontage Horn AG;Elektro und Anlagenbau;07749;Jena;Manuela Koch;office@elektromontage.de;Jena;Grunewald, F.;Aktiv;Ja;31,26;2025-12-06;9;3
KD-0552;Zerspanungstechnik Erfurt GmbH;CNC-Zerspanung;99098;Erfurt;Torsten Wolf;hr@zerspanungstec.de;Erfurt;Lindner, S.;Inaktiv;Nein;30,48;2023-01-09;0;0
KD-0553;Verpackungswerk Gera GmbH & Co. KG;Druck und Verpackung;07548;Gera;Jörg Sommer;personal@verpackungswer.de;Gera;Bergmann, A.;Interessent;Nein;;2026-05-12;0;0
KD-0554;Verpackungswerk Saalfeld OHG;Druck und Verpackung;07318;Saalfeld;Uwe Lorenz;hr@verpackungswer.de;Jena;Grunewald, F.;Interessent;Nein;;2024-12-18;0;0
KD-0555;Winkler Präzisionsteile KG;CNC-Zerspanung;99091;Erfurt;Franziska Schuster;hr@winkler.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2026-07-05;0;0
KD-0556;Brandt Präzisionsteile GmbH;CNC-Zerspanung;06484;Quedlinburg;Nadine Peters;office@brandt.de;Aschersleben;Kunze, J.;Aktiv;Ja;29,19;2026-08-09;8;6
KD-0557;Lorenz Holzverarbeitung GmbH;Tischlerei und Holzverarbeitung;39418;Staßfurt;Thomas Kuhn;info@lorenz.de;Aschersleben;Reuter, B.;Aktiv;Nein;31,59;2026-05-27;4;1
KD-0558;Anlagenbau Erfurt OHG;Elektro und Anlagenbau;99086;Erfurt;Nadine Schmidt;kontakt@anlagenbau.de;Erfurt;Lindner, S.;Inaktiv;Nein;34,09;2021-10-30;0;0
KD-0559;Heinrich & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;37327;Leinefelde-Worbis;Yvonne Hofmann;office@heinrich.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Nein;28,82;2025-12-04;9;4
KD-0560;Innenausbau Vogel GmbH & Co. KG;Tischlerei und Holzverarbeitung;07407;Rudolstadt;Doreen Klein;office@innenausbau.de;Jena;Steinbrück, M.;Aktiv;Ja;32,40;2026-04-04;3;1
KD-0561;Faltschachtel Gotha AG;Druck und Verpackung;99867;Gotha;Antje Winkler;personal@faltschachtel.de;Gotha;Rehberg, U.;Aktiv;Nein;26,28;2026-04-06;4;1
KD-0562;Drehteilewerk Saalfeld OHG;CNC-Zerspanung;07318;Saalfeld;Sabine Meier;office@drehteilewerk.de;Jena;Seidel, C.;Inaktiv;Nein;33,56;2025-01-22;4;0
KD-0563;Winkler Spedition AG;Logistik und Lager;99310;Arnstadt;Holger Schumacher;kontakt@winkler.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;28,36;2020-07-03;0;0
KD-0564;Faltschachtel Jena e.K.;Druck und Verpackung;07749;Jena;Michael Müller;info@faltschachtel.de;Jena;Steinbrück, M.;Aktiv;Ja;26,65;2026-02-22;4;2
KD-0565;Verpackungswerk Eisenach GmbH;Druck und Verpackung;99817;Eisenach;Heike Horn;office@verpackungswer.de;Gotha;Thiel, K.;Aktiv;Ja;26,08;2026-03-19;3;1
KD-0566;Distributionszentrum Erfurt GmbH;Logistik und Lager;99084;Erfurt;Marcel Braun;verwaltung@distributionsz.de;Erfurt;Kaiser, T.;Aktiv;Nein;24,81;2026-07-01;5;2
KD-0567;Molkerei Nordhausen KG;Lebensmittelproduktion;99734;Nordhausen;Stefan Keller;personal@molkerei.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-05-23;0;0
KD-0568;Präzisionstechnik Krüger KG;Metall- und Kunststoffverarbeitung;06449;Aschersleben;Holger Schmidt;verwaltung@praezisionstec.de;Aschersleben;Reuter, B.;Inaktiv;Nein;29,00;2023-11-26;0;0
KD-0569;Berger Offsetdruck OHG;Druck und Verpackung;99427;Weimar;Kerstin Dietrich;info@berger.de;Erfurt;Kaiser, T.;Inaktiv;Ja;28,67;2020-07-01;0;0
KD-0570;Innenausbau Fischer GmbH & Co. KG;Tischlerei und Holzverarbeitung;99091;Erfurt;Sven Zimmermann;personal@innenausbau.de;Erfurt;Lindner, S.;Inaktiv;Nein;33,24;2024-05-28;0;0
KD-0571;Faltschachtel Mühlhausen OHG;Druck und Verpackung;99974;Mühlhausen;Jana Seidel;verwaltung@faltschachtel.de;Heilbad Heiligenstadt;Hille, P.;Interessent;Nein;;2024-02-18;0;0
KD-0572;Stein Metallverarbeitung KG;Metall- und Kunststoffverarbeitung;37308;Heilbad Heiligenstadt;Enrico Meier;hr@stein.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;28,47;2026-02-03;36;12
KD-0573;Möbelwerk Erfurt GmbH;Tischlerei und Holzverarbeitung;99087;Erfurt;Thomas Hartmann;kontakt@moebelwerk.de;Erfurt;Lindner, S.;Aktiv;Ja;29,60;2026-02-10;8;4
KD-0574;Druckerei Schäfer GmbH & Co. KG;Druck und Verpackung;07548;Gera;Jörg Neumann;kontakt@druckerei.de;Gera;Steinbrück, M.;Aktiv;Ja;26,46;2026-06-20;34;17
KD-0575;Weber Abrechnungsdienste e.K.;Kaufmännische Dienstleistung;39418;Staßfurt;Silke Möller;info@weber.de;Aschersleben;Kunze, J.;Interessent;Nein;;2026-03-30;0;0
KD-0576;Wagner Metallverarbeitung GmbH;Metall- und Kunststoffverarbeitung;07407;Rudolstadt;Jörg Frank;info@wagner.de;Jena;Steinbrück, M.;Inaktiv;Nein;29,07;2020-05-15;0;0
KD-0577;Frank Metallverarbeitung KG;Metall- und Kunststoffverarbeitung;99084;Erfurt;Ramona Krüger;kontakt@frank.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;29,40;2021-02-13;0;0
KD-0578;Faltschachtel Gotha GmbH & Co. KG;Druck und Verpackung;99867;Gotha;Thomas Roth;hr@faltschachtel.de;Gotha;Thiel, K.;Aktiv;Ja;29,08;2026-04-24;2;1
KD-0579;Anlagenbau Greiz GmbH;Elektro und Anlagenbau;07973;Greiz;Elke Schneider;personal@anlagenbau.de;Gera;Steinbrück, M.;Aktiv;Ja;35,33;2026-08-28;3;2
KD-0580;Servicecenter Gera e.K.;Kaufmännische Dienstleistung;07549;Gera;Carolin Schuster;office@servicecenter.de;Gera;Weber, M.;Inaktiv;Nein;30,74;2025-02-20;0;0
KD-0581;Kaiser Abrechnungsdienste e.K.;Kaufmännische Dienstleistung;99885;Ohrdruf;Daniel Walter;verwaltung@kaiser.de;Gotha;Rehberg, U.;Aktiv;Nein;31,20;2026-04-18;8;7
KD-0582;Jäger Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;07548;Gera;Holger Kuhn;office@jaeger.de;Gera;Bergmann, A.;Inaktiv;Nein;31,82;2021-01-30;0;0
KD-0583;Horn Schaltanlagen OHG;Elektro und Anlagenbau;07749;Jena;Uwe Ziegler;verwaltung@horn.de;Jena;Grunewald, F.;Inaktiv;Nein;36,31;2021-12-01;0;0
KD-0584;Braun & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;99867;Gotha;Marco Braun;personal@braun.de;Gotha;Thiel, K.;Interessent;Nein;;2026-08-17;0;0
KD-0585;Dietrich & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;99885;Ohrdruf;Robert Seidel;info@dietrich.de;Gotha;Thiel, K.;Interessent;Nein;;2026-05-18;0;0
KD-0586;Kundenzentrum Erfurt e.K.;Kaufmännische Dienstleistung;99098;Erfurt;Uwe Wagner;office@kundenzentrum.de;Erfurt;Pfaff, R.;Inaktiv;Nein;25,39;2019-12-13;0;0
KD-0587;CNC-Technik Otto GmbH;CNC-Zerspanung;07973;Greiz;Heike Krüger;office@cnctechnik.de;Gera;Weber, M.;Interessent;Nein;;2026-04-30;0;0
KD-0588;Lorenz Metallverarbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99734;Nordhausen;Torsten Böhm;personal@lorenz.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;29,95;2024-04-08;0;0
KD-0589;Lehmann Verwaltungsservice AG;Kaufmännische Dienstleistung;99427;Weimar;Daniel Horn;verwaltung@lehmann.de;Erfurt;Pfaff, R.;Interessent;Nein;;2024-09-01;0;0
KD-0590;Berger Präzisionsteile GmbH;CNC-Zerspanung;07407;Rudolstadt;Patrick Schäfer;info@berger.de;Jena;Seidel, C.;Interessent;Nein;;2024-12-09;0;0
KD-0591;Schmidt Metallverarbeitung AG;Metall- und Kunststoffverarbeitung;99086;Erfurt;Sandra Koch;kontakt@schmidt.de;Erfurt;Pfaff, R.;Aktiv;Ja;;2026-04-22;2;1
KD-0592;Faltschachtel Leinefelde-Worbis e.K.;Druck und Verpackung;37327;Leinefelde-Worbis;Ines Kaiser;kontakt@faltschachtel.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;27,76;2026-06-05;7;3
KD-0593;Bauunternehmen Meier GmbH & Co. KG;Bau und Baunebengewerbe;07318;Saalfeld;Steffen Walter;verwaltung@bauunternehmen.de;Jena;Steinbrück, M.;Inaktiv;Nein;32,73;2024-02-20;0;0
KD-0594;Mühlhausener Feinmechanik KG;CNC-Zerspanung;99974;Mühlhausen;Simone Schumacher;hr@muehlhausener.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-05-22;0;0
KD-0595;Faltschachtel Stadtroda AG;Druck und Verpackung;07646;Stadtroda;Susanne Seidel;kontakt@faltschachtel.de;Jena;Grunewald, F.;Aktiv;Nein;28,36;2026-08-16;4;1
KD-0596;Ilmenauer Metallwaren GmbH;Metall- und Kunststoffverarbeitung;98693;Ilmenau;Elke Krause;verwaltung@ilmenauer.de;Gotha;Rehberg, U.;Aktiv;Ja;27,01;2026-04-19;6;1
KD-0597;Schulze Offsetdruck GmbH & Co. KG;Druck und Verpackung;06449;Aschersleben;Marcel Schumacher;office@schulze.de;Aschersleben;Kunze, J.;Aktiv;Nein;29,27;2026-08-30;4;1
KD-0598;Thüringer Kunststoffwerk Stadtroda KG;Metall- und Kunststoffverarbeitung;07646;Stadtroda;Carolin Engel;info@thueringer.de;Jena;Steinbrück, M.;Interessent;Nein;;2024-06-16;0;0
KD-0599;Weimarer Umschlaglager GmbH;Logistik und Lager;99427;Weimar;Jana Schubert;personal@weimarer.de;Erfurt;Lindner, S.;Aktiv;Ja;24,01;2026-04-20;3;1
KD-0600;Krause Metallverarbeitung AG;Metall- und Kunststoffverarbeitung;99091;Erfurt;Matthias Kuhn;hr@krause.de;Erfurt;Pfaff, R.;Inaktiv;Nein;31,38;2019-08-28;0;0
KD-0601;Becker Verwaltungsservice GmbH;Kaufmännische Dienstleistung;99423;Weimar;Marcel Jung;personal@becker.de;Erfurt;Lindner, S.;Inaktiv;Ja;32,06;2020-08-20;0;0
KD-0602;Baumann Holzverarbeitung GmbH;Tischlerei und Holzverarbeitung;37327;Leinefelde-Worbis;Heike Pohl;office@baumann.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;32,94;2026-02-21;9;5
KD-0603;Drehteilewerk Rudolstadt GmbH;CNC-Zerspanung;07407;Rudolstadt;Katrin Pohl;hr@drehteilewerk.de;Jena;Grunewald, F.;Aktiv;Nein;29,96;2026-08-29;6;5
KD-0604;Elektrotechnik Beck KG;Elektro und Anlagenbau;07745;Jena;Silke Lange;verwaltung@elektrotechnik.de;Jena;Steinbrück, M.;Aktiv;Ja;34,51;2025-12-11;6;2
KD-0605;Thüringer Kunststoffwerk Erfurt GmbH;Metall- und Kunststoffverarbeitung;99087;Erfurt;Elke Hofmann;personal@thueringer.de;Erfurt;Pfaff, R.;Aktiv;Ja;31,49;2026-06-09;17;4
KD-0606;Präzisionstechnik Keller GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07548;Gera;Yvonne Schröder;personal@praezisionstec.de;Gera;Weber, M.;Aktiv;Nein;31,55;2025-12-21;6;1
KD-0607;Nordhausener Druckhaus GmbH & Co. KG;Druck und Verpackung;99734;Nordhausen;Daniel Meyer;kontakt@nordhausener.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;26,41;2023-08-18;0;0
KD-0608;Rudolstadter Umschlaglager GmbH;Logistik und Lager;07407;Rudolstadt;Susanne Meyer;verwaltung@rudolstadter.de;Jena;Steinbrück, M.;Inaktiv;Nein;27,02;2020-02-27;0;0
KD-0609;Hofmann & Söhne Blechbearbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99947;Bad Langensalza;Susanne Vogt;office@hofmann.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-02-07;0;0
KD-0610;Präzisionstechnik Werner GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07545;Gera;Holger Heinrich;office@praezisionstec.de;Gera;Steinbrück, M.;Aktiv;Ja;28,24;2026-06-22;23;10
KD-0611;Verpackungswerk Greiz OHG;Druck und Verpackung;07973;Greiz;Frank Becker;info@verpackungswer.de;Gera;Bergmann, A.;Aktiv;Ja;30,84;2026-03-03;3;2
KD-0612;Druckerei Berger GmbH;Druck und Verpackung;99086;Erfurt;Michael Neumann;verwaltung@druckerei.de;Erfurt;Kaiser, T.;Inaktiv;Nein;30,32;2024-11-05;0;0
KD-0613;Präzisionstechnik Albrecht GmbH;Metall- und Kunststoffverarbeitung;99610;Sömmerda;Nicole Lehmann;hr@praezisionstec.de;Erfurt;Kaiser, T.;Aktiv;Nein;28,95;2026-07-28;5;2
KD-0614;Verpackungswerk Nordhausen GmbH & Co. KG;Druck und Verpackung;99734;Nordhausen;Manuela Beck;kontakt@verpackungswer.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-07-05;0;0
KD-0615;Fleischwerk Gotha KG;Lebensmittelproduktion;99867;Gotha;Thomas Martin;personal@fleischwerk.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-08-07;0;0
KD-0616;Kunststofftechnik Bad Langensalza GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99947;Bad Langensalza;Manuela Jung;info@kunststofftech.de;Gotha;Thiel, K.;Inaktiv;Nein;30,70;2024-10-06;0;0
KD-0617;Logistikzentrum Jena OHG;Logistik und Lager;07749;Jena;Holger Koch;info@logistikzentru.de;Jena;Grunewald, F.;Aktiv;Ja;25,96;2026-04-23;6;2
KD-0618;Friedrich Präzisionsteile GmbH;CNC-Zerspanung;99427;Weimar;Ramona Schuster;personal@friedrich.de;Erfurt;Pfaff, R.;Interessent;Nein;;2024-11-05;0;0
KD-0619;Haas Schaltanlagen AG;Elektro und Anlagenbau;39418;Staßfurt;Sven Bauer;info@haas.de;Aschersleben;Reuter, B.;Aktiv;Ja;36,94;2026-05-22;6;2
KD-0620;Servicecenter Jena KG;Kaufmännische Dienstleistung;07749;Jena;Andreas Walter;office@servicecenter.de;Jena;Grunewald, F.;Inaktiv;Nein;31,32;2024-04-25;0;0
KD-0621;Jäger Metallverarbeitung AG;Metall- und Kunststoffverarbeitung;99510;Apolda;Doreen Hofmann;kontakt@jaeger.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-02-14;0;0
KD-0622;Simon & Söhne Blechbearbeitung e.K.;Metall- und Kunststoffverarbeitung;07548;Gera;Thomas Schmidt;info@simon.de;Gera;Bergmann, A.;Interessent;Nein;;2026-07-04;0;0
KD-0623;Bad Langensalzaer Druckhaus GmbH & Co. KG;Druck und Verpackung;99947;Bad Langensalza;Christian Keller;verwaltung@bad.de;Gotha;Steinbrück, M.;Interessent;Nein;;2026-08-03;0;0
KD-0624;Zerspanungstechnik Staßfurt AG;CNC-Zerspanung;39418;Staßfurt;Thomas Winkler;personal@zerspanungstec.de;Aschersleben;Kunze, J.;Interessent;Nein;;2026-03-25;0;0
KD-0625;Drehteilewerk Aschersleben GmbH;CNC-Zerspanung;06449;Aschersleben;Manuela Schmidt;hr@drehteilewerk.de;Aschersleben;Kunze, J.;Inaktiv;Nein;31,52;2023-06-29;0;0
KD-0626;Erfurter Metallwaren KG;Metall- und Kunststoffverarbeitung;99087;Erfurt;Christian Engel;verwaltung@erfurter.de;Erfurt;Kaiser, T.;Aktiv;Ja;28,28;2026-02-16;4;3
KD-0627;Präzisionstechnik Zimmermann AG;Metall- und Kunststoffverarbeitung;99098;Erfurt;Sabine Graf;kontakt@praezisionstec.de;Erfurt;Lindner, S.;Aktiv;Nein;26,54;2026-06-25;3;2
KD-0628;Thüringer Kunststoffwerk Bernburg AG;Metall- und Kunststoffverarbeitung;06406;Bernburg;Thomas Herrmann;info@thueringer.de;Aschersleben;Reuter, B.;Interessent;Nein;;2026-06-06;0;0
KD-0629;Kontraktlogistik Winkler AG;Logistik und Lager;99427;Weimar;Steffen Dietrich;info@kontraktlogist.de;Erfurt;Pfaff, R.;Aktiv;Ja;26,89;2026-08-31;5;3
KD-0630;Innenausbau Hoffmann e.K.;Tischlerei und Holzverarbeitung;07318;Saalfeld;Maik Schäfer;personal@innenausbau.de;Jena;Seidel, C.;Interessent;Nein;;2026-01-29;0;0
KD-0631;Zimmermann Offsetdruck GmbH & Co KG;Druck und Verpackung;07743;Jena;Silke Lorenz;verwaltung@zimmermann.de;Jena;Grunewald, F.;Inaktiv;Nein;27,55;2023-02-09;0;0
KD-0632;Druckerei Schröder GmbH & Co. KG;Druck und Verpackung;07937;Zeulenroda;Doreen Roth;hr@druckerei.de;Gera;Steinbrück, M.;Interessent;Nein;;2024-04-07;0;0
KD-0633;Präzisionstechnik Wolf GmbH;Metall- und Kunststoffverarbeitung;99510;Apolda;Andreas Brandt;personal@praezisionstec.de;Erfurt;Lindner, S.;Aktiv;Nein;26,81;2026-06-18;3;1
KD-0634;Pößnecker Metallwaren AG;Metall- und Kunststoffverarbeitung;07381;Pößneck;Marco Lang;personal@poessnecker.de;Gera;Steinbrück, M.;Aktiv;Ja;27,14;2025-11-27;4;2
KD-0635;Elektrotechnik Krüger OHG;Elektro und Anlagenbau;07749;Jena;Sabine Pohl;verwaltung@elektrotechnik.de;Jena;Grunewald, F.;Inaktiv;Nein;37,54;2023-08-23;0;0
KD-0636;CNC-Technik Scholz OHG;CNC-Zerspanung;07743;Jena;Nicole Ludwig;hr@cnctechnik.de;Jena;Grunewald, F.;Aktiv;Nein;29,99;2026-07-19;12;6
KD-0637;Krüger Präzisionsteile OHG;CNC-Zerspanung;37327;Leinefelde-Worbis;Thomas Ludwig;hr@krueger.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;30,41;2026-04-21;21;9
KD-0638;Molkerei Apolda GmbH & Co. KG;Lebensmittelproduktion;99510;Apolda;Jana Horn;info@molkerei.de;Erfurt;Kaiser, T.;Aktiv;Ja;25,91;2026-06-20;4;1
KD-0639;Böhm Feinkost GmbH;Lebensmittelproduktion;99867;Gotha;Alexander Fuchs;office@boehm.de;Gotha;Steinbrück, M.;Inaktiv;Ja;24,01;2024-02-26;0;0
KD-0640;Berger Offsetdruck GmbH & Co. KG;Druck und Verpackung;98693;Ilmenau;Katrin Schubert;verwaltung@berger.de;Gotha;Thiel, K.;Inaktiv;Nein;26,28;2020-06-22;0;0
KD-0641;Gothaer Druckhaus OHG;Druck und Verpackung;99867;Gotha;Doreen Martin;kontakt@gothaer.de;Gotha;Thiel, K.;Interessent;Nein;;2026-05-19;0;0
KD-0642;Apoldaer Umschlaglager KG;Logistik und Lager;99510;Apolda;Frank Hahn;verwaltung@apoldaer.de;Erfurt;Kaiser, T.;Inaktiv;Nein;26,07;2024-06-08;0;0
KD-0643;Eisenacher Baugesellschaft GmbH & Co. KG;Bau und Baunebengewerbe;99817;Eisenach;Uwe Zimmermann;office@eisenacher.de;Gotha;Thiel, K.;Inaktiv;Nein;31,45;2021-04-15;0;0
KD-0644;Engel Verwaltungsservice GmbH;Kaufmännische Dienstleistung;99610;Sömmerda;Susanne Böhm;info@engel.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2026-02-21;0;0
KD-0645;Faltschachtel Eisenach KG;Druck und Verpackung;99817;Eisenach;Michael Horn;personal@faltschachtel.de;Gotha;Thiel, K.;Interessent;Nein;;2026-01-10;0;0
KD-0646;Heilbad Heiligenstadter Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;37308;Heilbad Heiligenstadt;Nicole Koch;verwaltung@heilbad.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;27,09;2026-02-02;16;5
KD-0647;Tischlerei Otto GmbH;Tischlerei und Holzverarbeitung;07745;Jena;Susanne Albrecht;verwaltung@tischlerei.de;Jena;Steinbrück, M.;Inaktiv;Nein;32,54;2022-12-22;0;0
KD-0648;Sömmerdaer Metallwaren GmbH;Metall- und Kunststoffverarbeitung;99610;Sömmerda;Ines Berger;personal@soemmerdaer.de;Erfurt;Pfaff, R.;Aktiv;Ja;26,46;2026-02-09;10;5
KD-0649;Elektromontage Stein GmbH;Elektro und Anlagenbau;07318;Saalfeld;Nicole Ludwig;kontakt@elektromontage.de;Jena;Grunewald, F.;Inaktiv;Nein;30,79;2025-02-24;2;1
KD-0650;Kunststofftechnik Pößneck GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07381;Pößneck;Daniel Friedrich;verwaltung@kunststofftech.de;Gera;Weber, M.;Inaktiv;Ja;27,99;2021-05-09;0;0
KD-0651;Arnstadter Feinmechanik e.K.;CNC-Zerspanung;99310;Arnstadt;Franziska Braun;kontakt@arnstadter.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-07-12;0;0
KD-0652;Kontraktlogistik Lang AG;Logistik und Lager;99817;Eisenach;Matthias Graf;hr@kontraktlogist.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-07-10;0;0
KD-0653;Saalfelder Metallwaren AG;Metall- und Kunststoffverarbeitung;07318;Saalfeld;Patrick Winter;info@saalfelder.de;Jena;Grunewald, F.;Inaktiv;Nein;28,76;2021-03-12;0;0
